budget,genres,keywords,original language,popularity,production company,release date,revenue,runtime,title,vote average,vote count
60000000,"Horror,Mystery,Thriller,,,","chicago,based on novel,monster,museum,pile of dead bodies,god,dead body,anthropologist,indian tribe,amazon jungle,,",en,12.621769,"Paramount Pictures,Universal Pictures,Toho-Towa,Mutual Film Company,Pacific Western,PolyGram Filmed Entertainment,Marubeni,Tele M\u00fcnchen Fernseh Produktionsgesellschaft (TMG),British Broadcasting Corporation (BBC),",1/10/97,33956608,110,The Relic,5.8,130
60000000,"Comedy,Crime,,,,","prison,gold,therapist,gangster,,,,,,,,",en,21.08952,"Village Roadshow Pictures,NPV Entertainment,Warner Bros.,Tribeca Productions,Baltimore Spring Creek Pictures,Face Productions,,,,",12/6/02,55003135,96,Analyze That,5.7,380
60000000,"Action,Crime,Drama,Thriller,,","revenge,murder,plot twist,dirty cop,,,,,,,,",en,18.380176,"Grosvenor Park Media Ltd.,InVenture Entertainment,Millennium Films,Emmett/Furla Films,Nu-Image Films,,,,,",9/11/08,73174566,101,Righteous Kill,5.9,375
60000000,"Action,Crime,Drama,Thriller,,","assassin,loss of family,autism,fbi,bangkok,national security agency (nsa),boy,child in peril,fbi agent,autistic savant,,",en,18.877795,"Imagine Entertainment,Universal Pictures,,,,,,,,",4/3/98,0,111,Mercury Rising,6,368
60000000,"Drama,,,,,","newspaper,cello,musical,violin,los angeles,,,,,,,",en,17.299333,"DreamWorks,Universal Pictures,StudioCanal,Participant Media,Krasnoff Foster Productions,Working Title Films,,,,",4/24/09,31720158,109,The Soloist,6.6,234
80000000,"Fantasy,Drama,,,,","competition,world war i,great depression,caddy,savannah,,,,,,,",en,16.848899,"DreamWorks SKG,Twentieth Century Fox Film Corporation,Wildwood Enterprises,Epsilon Motion Pictures,Allied Filmmakers,,,,,",11/2/00,39459427,126,The Legend of Bagger Vance,6.3,251
60000000,"Drama,Music,,,,","hotel room,san diego,drug addiction,stewardess,overdose,groupie,music journalist,black sabbath,rock,concert,swimming pool,based on true story",en,21.547446,"Columbia Pictures,Vinyl Films,DreamWorks Pictures,,,,,,,",9/15/00,47383689,122,Almost Famous,7.4,797
0,"Animation,Comedy,Family,,,","london england,cat,mistake in person,luxury,wretch,nobility,garfield,,,,,",en,16.930969,"Twentieth Century Fox Film Corporation,Dune Entertainment,Davis Entertainment,,,,,,,",6/15/06,141702264,78,Garfield: A Tail of Two Kitties,5.1,464
60000000,"Action,Adventure,Crime,Drama,Mystery,Thriller","washington d.c.,helicopter,usa president,general,coup d'etat,military prison,coup,agent,insurgent,secretary of defense,potus,",en,36.689223,"Original Film,Columbia Pictures Corporation,Revolution Studios,,,,,,,",4/27/05,71073932,101,xXx: State of the Union,4.7,549
60000000,"Action,Science Fiction,Fantasy,Thriller,Horror,","vampire,crucifixion,post-apocalyptic,dystopia,vampire hunter,disobey,niece,dark hero,,,,",en,28.350927,"Screen Gems,Stars Road Entertainment,Buckaroo Entertainment,Michael De Luca Productions,TOKYOPOP,,,,,",5/5/11,78309131,87,Priest,5.4,692
60000000,"Family,Animation,Adventure,,,","prince,water monster,,,,,,,,,,",en,18.815442,"DreamWorks Animation,,,,,,,,,",7/2/03,26288320,86,Sinbad: Legend of the Seven Seas,6.6,372
60000000,"Horror,Science Fiction,Mystery,,,","space marine,nudity,nightmare,hallucination,cryogenics,space travel,black hole,insanity,delusion,crew,alternate dimension,evil spirit",en,29.787135,"Paramount Pictures,Impact Pictures,Golar Productions,,,,,,,",8/15/97,26673242,96,Event Horizon,6.5,742
60000000,"Drama,,,,,","pregnancy and birth,voice,dragonfly,car crash,jungle,hospital,doctor,humanitarian,spiritism,,,",en,8.927137,"Universal Pictures,Spyglass Entertainment,Shady Acres Entertainment,Gran Via Productions,Kalima Productions GmbH & Co. KG,NDE Productions,,,,",2/22/02,52322400,104,Dragonfly,6.1,204
50000000,"Drama,,,,,","pornography,observer,los angeles,murder hunt,,,,,,,,",en,15.213484,"Universal Pictures,Davis-Films,Signature Pictures,Linson Entertainment,Art Linson Productions,Millennium Films,Equity Pictures Medienfonds GmbH & Co. KG III,Nu Image Entertainment GmbH,,",9/15/06,49111202,121,The Black Dahlia,5.7,287
60000000,"Action,Adventure,Drama,History,Romance,War","world war i,biplane,,,,,,,,,,",en,13.155999,"Ingenious Film Partners,Electric Entertainment,Skydance Productions,Flyboys Films,,,,,,",9/22/06,17800000,140,Flyboys,6.3,271
72000000,"Action,Drama,Thriller,,,","prison,general,,,,,,,,,,",en,15.433244,"DreamWorks SKG,,,,,,,,,",10/19/01,27642707,131,The Last Castle,7,285
90000000,"Horror,Science Fiction,Thriller,,,","black people,starships,future,star,supernova,blast,,,,,,",en,5.762037,"United Artists,Metro-Goldwyn-Mayer (MGM),Hammerhead Productions,Screenland Pictures,,,,,,",1/14/00,14828081,91,Supernova,4.9,109
60000000,"Drama,Fantasy,Mystery,Romance,,","based on novel,,,,,,,,,,,",en,22.736038,"Village Roadshow Pictures,Weed Road Pictures,Warner Bros.,,,,,,,",2/13/14,30800231,118,Winter's Tale,6,487
60000000,"Action,Adventure,Drama,Mystery,Romance,Fantasy","angel,vampire,werewolf,warlock,downworlder,shadowhunter,demon hunter,based on young adult novel,,,,",en,45.514031,"Constantin Film Produktion,Don Carmody Productions,Unique Features,Mr. Smith Productions,,,,,,",8/21/13,90565421,130,The Mortal Instruments: City of Bones,6.2,1602
60000000,"Comedy,Science Fiction,Adventure,Family,,","new york,captain,starships,new love,earth,friendship,crew,car crash,space,alien,survival,planet",en,18.676291,"Twentieth Century Fox Film Corporation,Dune Entertainment,Regency Enterprises,Guy Walks into a Bar Productions,Deep River Productions,Friendly Films (II),,,,",7/8/08,50650079,90,Meet Dave,5,371
30000000,"Drama,Horror,Thriller,,,","based on novel,water,remake,teacher,divorce,apartment,ghost,manhattan,,,,",en,14.376463,"Vertigo Entertainment,Touchstone Pictures,Post No Bills Films,Pandemonium Productions,,,,,,",6/27/05,25473093,105,Dark Water,5.3,274
80000000,"Comedy,,,,,","tv show,tv station,simulated reality ,reality tv,tv star,tv ratings,,,,,,",en,14.298297,"Imagine Entertainment,Universal Pictures,,,,,,,,",3/26/99,0,122,Edtv,5.7,166
60000000,"Adventure,Family,Fantasy,,,","book,fairy tale,eavesdropping,adventure,writer's block,,,,,,,",en,27.018886,"New Line Cinema,Internationale Filmproduktion Blackbird Erste,,,,,,,,",12/11/08,57490374,106,Inkheart,6,592
60000000,"Action,Comedy,Thriller,Crime,Science Fiction,","secret identity,robber,mask,frog,based on comic strip,back from the dead,,,,,,",en,14.84856,"DC Comics,Lionsgate,Odd Lot Entertainment,Media Magik Entertainment,Dark Lot Entertainment,Continental Entertainment Group (CEG),,,,",12/25/08,39031337,103,The Spirit,4.7,320
60000000,"Comedy,Adventure,,,,","based on novel,painting,debt,art dealer,stolen painting,,,,,,,",en,52.417529,"Lionsgate,Mad Chance,OddLot Entertainment,Huayi Brothers Media,,,,,,",1/21/15,30418560,106,Mortdecai,5.4,1055
60000000,"Adventure,Fantasy,Action,Drama,,","fictional place,monster,loss of family,new love,hero,love of one's life,magic,fairy tale,villain,kingdom,enchantment,bad power",en,15.406173,"Boll Kino Beteiligungs GmbH & Co. KG,Brightlight Pictures,Herold Productions,,,,,,,",11/29/07,0,127,In the Name of the King: A Dungeon Siege Tale,4.1,224
35000000,"Drama,Romance,Adventure,War,,","london england,cia,landmine,love of one's life,cambodia,ethiopia,chechnya,foreign aid,,,,",en,6.523472,"Mandalay Pictures,CP Medien AG,Camelot Pictures,Networxx - Film Management,Mel's Cite du Cinema,,,,,",10/23/03,0,127,Beyond Borders,6.7,110
68490000,"Action,Adventure,Fantasy,,,","monkey king,,,,,,,,,,,",zh,4.72629,"Filmko Pictures,,,,,,,,,",1/22/16,193677158,120,The Monkey King 2,6,24
80000000,"Action,History,War,,,","based on novel,world war ii,prisoners of war,narration,archive footage,rescue mission,soldier,1940s,inspired by true events,fictionalized history,,",en,8.923215,"Lawrence Bender Productions,Marty Katz Productions,,,,,,,,",8/12/05,10166502,132,The Great Raid,6.8,91
58000000,"Action,Adventure,Comedy,,,","anti hero,mercenary,marvel comic,superhero,based on comic book,breaking the fourth wall,aftercreditsstinger,duringcreditsstinger,self healing,,,",en,514.569956,"Twentieth Century Fox Film Corporation,Marvel Entertainment,The Donners' Company,TSG Entertainment,Kinberg Genre,,,,,",2/9/16,783112979,108,Deadpool,7.4,10995
60000000,"Drama,Comedy,,,,","salesclerk,television,tv ratings,guru,television producer,,,,,,,",en,9.265672,"Caravan Pictures,Touchstone Pictures,,,,,,,,",10/8/98,0,114,Holy Man,4.9,111
58800000,"War,Action,,,,","sniper,biography,iraq,navy seal,u.s. soldier,,,,,,,",en,87.53437,"Village Roadshow Pictures,Malpaso Productions,Warner Bros.,RatPac-Dune Entertainment,Mad Chance Productions,22 & Indiana Pictures,,,,",12/11/14,542307423,133,American Sniper,7.4,4469
58000000,"Adventure,Horror,Comedy,,,","based on novel,magic,fantasy,werewolf,family,ventriloquist dummy,book comes to life,3d,,,,",en,45.351617,"Columbia Pictures,Village Roadshow Pictures,Original Film,Sony Pictures Animation,Sony Pictures Entertainment (SPE),Scholastic Entertainment,LStar Capital,,,",8/5/15,158162788,103,Goosebumps,6.2,995
58000000,"Comedy,Fantasy,Romance,,,","coma,based on novel,workaholic,flirt,architect,romantic comedy,ghost,landscape architect,,,,",en,13.43573,"DreamWorks SKG,UIP,MacDonald/Parkes Productions,,,,,,,",9/16/05,102854431,95,Just Like Heaven,6.5,579
83000000,"Science Fiction,Comedy,Family,Romance,,","waitress,marriage proposal,flirt,stone age,best friend,dinosaur,,,,,,",en,6.248309,"Universal Pictures,Amblin Entertainment,,,,,,,,",4/28/00,59468275,90,The Flintstones in Viva Rock Vegas,4.4,134
63000000,"Action,Adventure,Thriller,War,,","competition,submachine gun,soviet union,liberation,russian,soviet troops,thailand,freedom fighter,afghanistan,war on freedom,machinegun,mujahid",en,31.294717,"TriStar Pictures,Carolco Pictures,,,,,,,,",5/24/88,189015611,102,Rambo III,5.7,690
58000000,"Comedy,Romance,Drama,,,","american football,sports team,stadium,hero,success,sponsorship,police,games,coach,woman reporter,the big game,",en,7.739276,"Universal Pictures,Casey Silver Productions,Outlaw Productions (I),Smokehouse Pictures,,,,,,",3/24/08,41299492,114,Leatherheads,5.7,130
60000000,"Comedy,Western,,,,","wild west,,,,,,,,,,,",en,19.694695,"Happy Madison Productions,,,,,,,,,",12/11/15,0,119,The Ridiculous 6,4.9,388
58000000,"Comedy,,,,,","witness protection,comedy,duringcreditsstinger,,,,,,,,,",en,14.403696,"Columbia Pictures,Castle Rock Entertainment,Relativity Media,Banter,,,,,,",12/17/09,85280250,103,Did You Hear About the Morgans?,5.1,276
58000000,"Comedy,,,,,","job interview,loss of job,intern,reference to google,new job,laid off,transamerica pyramid,,,,,",en,1.551497,"Twentieth Century Fox Film Corporation,Regency Enterprises,21 Laps Entertainment,Wild West Picture Show Productions,TSG Entertainment,,,,,",6/7/13,44000000,119,The Internship,6.1,1658
60000000,"Action,Adventure,Horror,Science Fiction,,","post-apocalyptic,dystopia,undead,biohazard,evil corporation,resident evil,zombie,based on video game,duringcreditsstinger,3d,,",en,2.143764,"Impact Pictures,Davis-Films,Constantin Film Produktion,,,,,,,",9/9/10,300228084,97,Resident Evil: Afterlife,5.8,1363
58000000,"Drama,Action,Adventure,History,War,","world war ii,fighter pilot,fighter plane,,,,,,,,,",en,12.29603,"Lucasfilm,Twentieth Century Fox Film Corporation,Partnership Pictures,,,,,,,",1/19/12,50365377,125,Red Tails,5.9,178
57000000,"Drama,Horror,Mystery,Thriller,,","child abuse,southern usa,obsession,subway,nudity,bible,seduction,hallucination,ambition,devil's son,marriage crisis,pact with the devil",en,33.8473,"Regency Enterprises,Monarchy Enterprises B.V.,Kopelson Entertainment,Warner Bros.,New Regency Pictures,Taurus Film,,,,",10/17/97,152944660,144,The Devil's Advocate,7.2,1374
70000000,"Comedy,,,,,","deadbeat dad,cheating fianc\u00e9e,teacher student sex,brother sister incest,,,,,,,,",en,21.723897,"Columbia Pictures,Happy Madison Productions,Relativity Media,,,,,,,",6/14/12,58058367,116,That's My Boy,5.5,453
57000000,"Fantasy,,,,,","magic,kingdom,despot,immortality,village,forest,army,horror,partner,revenge,knight,battle",en,31.791979,"Universal Pictures,,,,,,,,,",5/31/96,115267375,103,DragonHeart,6.4,535
60000000,"Action,Comedy,Crime,Drama,,","bahamas,master thief,crook couple,,,,,,,,,",en,14.113066,"New Line Cinema,Contrafilm,Firm Films,,,,,,,",11/12/04,61347797,97,After the Sunset,6,226
57000000,"Action,Fantasy,Thriller,,,","monk,eastern europe,skeleton,biker,marvel comic,superhero,motorcycle,devil,dark hero,ghost rider,,",en,48.622278,"Columbia Pictures,Imagenation Abu Dhabi FZ,Marvel Entertainment,Marvel Knights,Hyde Park Entertainment,Crystal Sky Pictures,Michael De Luca Productions,,,",12/10/11,149217355,95,Ghost Rider: Spirit of Vengeance,4.7,1135
57000000,"Drama,History,Romance,,,","officer,greek island,mandolin,italian soldier,resistance fighter,greek history,italian army,allied forces,,,,",en,9.061866,"Miramax Films,Universal Pictures,,,,,,,,",8/17/01,62112895,131,Captain Corelli's Mandolin,5.5,145
56000000,"Action,Comedy,Drama,Family,Thriller,","bodybuilder,children,body guard,scientist,family,u.s. soldier,death of husband,male nanny,,,,",en,35.4763,"Walt Disney Pictures,Spyglass Entertainment,,,,,,,,",3/4/05,113006880,95,The Pacifier,5.8,842
56000000,"Adventure,Drama,Action,Thriller,,","casino,sheriff,home,violence,special forces,ex soldier,,,,,,",en,23.438398,"Metro-Goldwyn-Mayer (MGM),Mandeville Films,WWE Studios,Hyde Park Entertainment,Burke/Samples/Foster Productions,Cub Eight Productions,,,,",4/2/04,57223890,86,Walking Tall,6,381
55000000,"Comedy,Drama,Romance,,,","vietnam veteran,hippie,mentally disabled,running,based on novel,vietnam,vietnam war,friendship,love,family relationships,bully,mother son relationship",en,138.133331,"Paramount Pictures,,,,,,,,,",7/6/94,677945399,142,Forrest Gump,8.2,7927
60000000,"Comedy,Music,Family,Fantasy,Animation,","pop,pop star,record producer,surprise,approach,forest,music,concert,friendship,performance,chipmunk,talking animal",en,47.336034,"Dune Entertainment,Regency Enterprises,Fox 2000 Pictures,Bagdasarian Productions,,,,,,",12/13/07,361366633,92,Alvin and the Chipmunks,5.5,1177
55000000,"Comedy,Romance,,,,","cia,airport,cat,jew,orderly,airplane,father-in-law,epistaxis,daughter,lost baggage,urn,pavilion",en,29.97224,"DreamWorks SKG,Universal Pictures,Tribeca Productions,Nancy Tenenbaum Films,,,,,,",10/6/00,330444045,108,Meet the Parents,6.6,1698
55000000,"Adventure,Animation,Drama,Family,,","culture clash,settler,forbidden love,colony,musical,gold rush,princess,romance,native american,animation,virginia,star crossed lovers",en,47.845589,"Walt Disney Pictures,Walt Disney Feature Animation,,,,,,,,",6/14/95,346079773,81,Pocahontas,6.7,1457
55000000,"Action,Adventure,Fantasy,Science Fiction,,","saving the world,journalist,dc comics,crime fighter,nuclear missile,galaxy,superhero,based on comic book,criminal,sabotage,north pole,midwest",en,48.507081,"Warner Bros.,Dovemead Films,Film Export A.G.,,,,,,,",12/13/78,300218018,143,Superman,6.9,1022
54000000,"Fantasy,Comedy,Romance,Science Fiction,,","overweight,overweight man,duringcreditsstinger,,,,,,,,,",en,20.28119,"Imagine Entertainment,Universal Pictures,,,,,,,,",6/26/96,128769345,95,The Nutty Professor,5.4,702
70000000,"Comedy,Drama,Romance,,,","speed date,romantic comedy,dating,,,,,,,,,",en,34.576913,"Columbia Pictures Corporation,Overbrook Entertainment,,,,,,,,",2/10/05,368100420,118,Hitch,6.4,1665
55000000,"Adventure,Comedy,Family,Romance,,","africa,san francisco,gorilla,lion,feral child,jungle,,,,,,",en,22.573237,"Walt Disney Pictures,Mandeville Films,,,,,,,,",7/15/97,0,92,George of the Jungle,5.4,496
55000000,"Comedy,Romance,,,,","handcuffs,sister sister relationship,spanner,blow job,stag night,wedding,,,,,,",en,36.194802,"Universal Pictures,Zide-Perry Productions,LivePlanet,Loumolo & Co.,,,,,,",8/1/03,231449203,103,American Wedding,6,1129
55000000,"Action,Drama,Thriller,,,","ship,hijacking,somalia,fisherman,blood,poverty,pirate,terrorism,commando,hijack,cargo ship,ship captain",en,52.786917,"Columbia Pictures,,,,,,,,,",10/10/13,95000000,134,Captain Phillips,7.6,2454
55000000,"Comedy,,,,,","date,corruption,taxi,expensive restaurant,wife husband relationship,gun,boat,taxi driver,document,restaurant,roof,married couple",en,38.06168,"Twentieth Century Fox Film Corporation,Dune Entertainment,21 Laps Entertainment,,,,,,,",4/8/10,152263880,97,Date Night,5.9,1122
50000000,"Fantasy,Comedy,Family,,,","halloween,friendship,supernatural,afterlife,friends,danger,ghost,disorder,young heroes,imaginary,supernatural ability,mischievous children",en,19.830132,"Universal Pictures,Amblin Entertainment,The Harvey Entertainment Company,,,,,,,",5/26/95,287928194,100,Casper,6,1019
55000000,"Thriller,Action,Crime,,,","corruption,assassin,hostage,fbi,hitman,russian,security camera,sadism,vigilante,sociopath,revenge,suspense",en,79.922059,"Columbia Pictures,Village Roadshow Pictures,Escape Artists,Mace Neufeld Productions,LStar Capital,Lonetree Entertainment,,,,",9/24/14,192330738,132,The Equalizer,7.1,2954
55000000,"Comedy,Drama,Romance,,,","hotel,politician,mistaken identity,maid,class differences,single mother,public relations,maid uniform,hotel clerk,wealth differences,,",en,19.738215,"Red Om Films,,,,,,,,,",12/13/02,154906693,105,Maid in Manhattan,5.6,485
53000000,"Action,Thriller,Drama,,,","submarine,mutiny,russia,missile,nuclear missile,embassy,u.s. navy,battle for power,torpedo,military,moral dilemma,post cold war",en,20.334629,"Hollywood Pictures,Don Simpson/Jerry Bruckheimer Films,,,,,,,,",5/12/95,157387195,116,Crimson Tide,7,498
55000000,"Drama,,,,,","san francisco,single parent,homeless person,bus,worker,homelessness,work,church service,bad luck,biography,salesman,stockbroker",en,80.581367,"Columbia Pictures Corporation,Escape Artists,Relativity Media,Overbrook Entertainment,,,,,,",12/14/06,307077295,117,The Pursuit of Happyness,7.7,2525
55000000,"Thriller,Drama,Mystery,,,","berlin,loss of father,airplane,baby-snatching,,,,,,,,",en,32.05145,"Imagine Entertainment,Touchstone Pictures,,,,,,,,",9/22/05,223387299,98,Flightplan,6.1,772
55000000,"Drama,Thriller,Crime,Mystery,Romance,","employee,workplace,sexual harassment,intrigue,,,,,,,,",en,15.064058,"Warner Bros.,Baltimore Pictures,,,,,,,,",12/9/94,214015089,123,Disclosure,5.9,210
55000000,"Drama,Fantasy,Romance,,,","suicide,angel,life and death,desperation,operation,heaven,faith,afterlife,los angeles,interspecies romance,,",en,21.272734,"Atlas Entertainment,Regency Enterprises,Monarchy Enterprises B.V.,Warner Bros.,Taurus Film,,,,,",4/10/98,198685114,114,City of Angels,6.4,529
30000000,"Action,Crime,,,,","japan,coma,martial arts,kung fu,underworld,yakuza,sword,bride,revenge,gore,female yakuza,blood",en,79.754966,"Miramax Films,A Band Apart,Super Cool ManChu,,,,,,,",10/10/03,180949000,111,Kill Bill: Vol. 1,7.7,4949
55000000,"Comedy,,,,,","film producer,film director,movie studio,hollywood,filmmaking,movie actress,,,,,,",en,13.191829,"Universal Pictures,,,,,,,,,",8/12/99,0,97,Bowfinger,6,254
30000000,"Action,Crime,Thriller,,,","brother brother relationship,swordplay,katana,mother role,rage and hate,daughter,right and justice,single,aftercreditsstinger,duringcreditsstinger,,",en,50.622607,"Miramax Films,A Band Apart,Super Cool ManChu,,,,,,,",4/16/04,152159461,136,Kill Bill: Vol. 2,7.6,3948
55000000,"Action,Adventure,Comedy,,,","prisoner,war on drugs,los angeles,,,,,,,,,",en,22.787667,"Warner Bros.,,,,,,,,,",12/22/89,63408614,104,Tango & Cash,6.1,458
55000000,"Fantasy,Comedy,,,,","jealousy,beauty,immortality,rivalry,potion,drinking,,,,,,",en,29.498304,"Universal Pictures,,,,,,,,,",7/30/92,149022650,104,Death Becomes Her,6.3,636
55000000,"Adventure,Action,Comedy,Western,,","princess,sioux,travel,rescue,native american,chinese,cowboy,duringcreditsstinger,19th century,,,",en,25.400935,"Spyglass Entertainment,Roger Birnbaum Productions,Touchstone Pictures,,,,,,,",5/26/00,56932305,110,Shanghai Noon,6.2,735
55000000,"Action,Adventure,Drama,Thriller,,","bomb,ransom,hostage,airplane,hijacking,terror cell,special unit,deception,rescue,covert operation,disaster,shootout",en,17.231675,"Silver Pictures,Warner Bros.,,,,,,,,",3/15/96,121969216,133,Executive Decision,5.8,256
55000000,"Comedy,Family,,,,","taxi,restaurant,zoo,penguin,ex husband,little boy,zookeeper,doorman,ride,bird hatching,aftercreditsstinger,duringcreditsstinger",en,32.835777,"Twentieth Century Fox Film Corporation,Dune Entertainment,Davis Entertainment,Dune Entertainment III,,,,,,",6/17/11,187361754,94,Mr. Popper's Penguins,5.7,751
55000000,"Action,Adventure,Fantasy,,,","tempel,shaolin,teenager,urination,staff,warrior,monkey king,,,,,",en,17.097041,"Casey Silver Productions,China Film Co-Production Corporation,Huayi Brothers,Relativity Media,,,,,,",4/18/08,127906624,104,The Forbidden Kingdom,6.3,461
55000000,"Animation,Comedy,Family,,,","holiday,thanksgiving,freedom,duringcreditsstinger,3d,,,,,,,",en,14.414937,"Reel FX Creative Studios,Relativity Media,,,,,,,,",10/30/13,110000000,91,Free Birds,5.7,254
50000000,"Science Fiction,Action,Horror,,,","prison,android,spacecraft,space marine,imprisonment,space colony,space travel,rottweiler,dystopia,sequel,alien,redemption",en,45.856409,"Twentieth Century Fox Film Corporation,Brandywine Productions,,,,,,,,",5/22/92,159773545,114,Alien³,6.2,1633
55000000,"History,Drama,Music,,,","prostitute,deification,dancehall hostess,per\u00f3nism,argentine president,rise to power,singing narrator,soccer ball,,,,",en,7.027139,"Hollywood Pictures,Cinergi Pictures Entertainment,,,,,,,,",12/14/96,141047179,134,Evita,5.9,120
55000000,"Action,Thriller,Crime,Adventure,,","paris,france,arms deal,audi,impostor,case,violence,ice skating,computer expert,ex kgb,preparation,hit with a car door",en,32.657488,"United Artists,FGM Entertainment,,,,,,,,",9/25/98,41610884,122,Ronin,6.7,658
50000000,"Adventure,,,,,","africa,lion,bridge,based on true story,kenya,animal attack,lion attack,colonialism,swahili,,,",en,12.46525,"Constellation Films,Paramount,,,,,,,,",10/11/96,75000000,109,The Ghost and the Darkness,6.4,236
55000000,"Family,Comedy,,,,","england,train station,based on novel,bear,anthropomorphism,talking to animals,children's book,,,,,",en,39.882276,"The Weinstein Company,StudioCanal,TF1 Films Production,Canal+,Heyday Films,Cin\u00e9+,Anton Capital Entertainment (ACE),TF1,Amazon Prime Instant Video,",11/27/14,259207227,95,Paddington,7,883
68000000,"Comedy,,,,,","usa,sterility,castration,marriage,friendship,alien,suburb,alien invasion,death,teenage daughter,neighborhood watch,creepy neighbor",en,39.395881,"Ingenious Film Partners,Ingenious Media,Twentieth Century Fox Film Corporation,Dune Entertainment,21 Laps Entertainment,Dune Entertainment III,Big Screen Productions,Down Productions,,",7/26/12,68267862,98,The Watch,5.3,881
55000000,"Drama,Action,Thriller,Crime,,","hunter,fbi,knife,balkan war,woods,psychopathic killer,slaughter,survivalist,maniac,special forces,killing spree,combat",en,8.634954,"Lakeshore Entertainment,Alphaville Films,,,,,,,,",3/11/03,34234008,94,The Hunted,6,189
80000000,"Drama,Mystery,Thriller,,,","prison,gorilla,research,instinct,murder,psychologist,,,,,,",en,7.386394,"Spyglass Entertainment,Touchstone Pictures,,,,,,,,",6/4/99,0,126,Instinct,6.2,146
55000000,"Comedy,,,,,","sex,dancer,martial arts,cook,stripper,love,bully,hollywood,twins,flashback,freak,actor",en,8.802525,"Twentieth Century Fox Film Corporation,Conundrum Entertainment,,,,,,,,",12/10/03,33828318,118,Stuck on You,5.1,188
0,"Comedy,,,,,","sport,basketball,flint michigan,nba,merger,trade,garbage can,canon,ramp,championship,dead parent,",en,10.449975,"New Line Cinema,Donners' Company,Mosaic Media Group,Road Rebel,,,,,,",2/28/08,33472850,91,Semi-Pro,5.4,251
60000000,"Animation,Adventure,Family,Comedy,,","rivalry,stop motion,pirate,aftercreditsstinger,duringcreditsstinger,,,,,,,",en,23.700759,"Columbia Pictures,Aardman Animations,Sony Pictures Animation,,,,,,,",3/12/12,118338361,88,The Pirates! In an Adventure with Scientists!,6.4,374
55000000,"Crime,Drama,Mystery,,,","corruption,mother,nudity,minister,power,public,government,police,reunion,murder,conspiracy,los angeles",en,27.50916,"Imagine Entertainment,Malpaso Productions,Relativity Media,,,,,,,",1/30/08,113020255,141,Changeling,7.3,1131
50000000,"Action,Drama,Science Fiction,Thriller,,","fbi,hydrogen bomb,secret lab,energy supply,conspiracy,aftercreditsstinger,,,,,,",en,20.58862,"Twentieth Century Fox Film Corporation,Chicago Pacific Entertainment,Zanuck Company,,,,,,,",8/2/96,60209334,107,Chain Reaction,5.3,284
55000000,"Drama,Mystery,Thriller,,,","sport,luck,san francisco giants,child custody,baseball pitcher,baseball fan,psychotic fan,sports agent,driving range,steam room,,",en,4.366488,"TriStar Pictures,Mandalay Entertainment,,,,,,,,",8/15/96,18626419,116,The Fan,5.7,194
70000000,"Thriller,Drama,Romance,,,","dancing,obsession,auction,wheelchair,rose,product placement,musical,remake,tragic villain,black and white,rooftop,heroine",en,18.927463,"Odyssey Entertainment,Warner Bros.,Scion Films,Really Useful Films,,,,,,",12/8/04,154648887,143,The Phantom of the Opera,7,438
55000000,"Drama,History,Romance,,,","england,assassination,spain,virgin,colony,governance,queen elizabeth i,religious war,tudors,execution,middle ages,catholicism",en,15.274137,"Universal Pictures,StudioCanal,Working Title Films,,,,,,,",9/9/07,74237563,114,Elizabeth: The Golden Age,6.6,303
62000000,"Action,Science Fiction,,,,","martial arts,dystopia,surrealism,based on cartoon,shootout,espionage,infertility,cyberpunk,extreme violence,sabotage,one against many,woman director",en,29.954302,"Paramount Pictures,Lakeshore Entertainment,MTV Films,Colossal Pictures,Valhalla Motion Pictures,MTV Productions,,,,",11/30/05,52304001,93,Æon Flux,5.4,703
56000000,"Drama,History,War,,,","war,battle,union soldier,confederate soldier,american civil war,secession,,,,,,",en,4.362535,"Warner Bros. Pictures,Turner Pictures,Antietam Filmworks,,,,,,,",2/21/03,12923936,214,Gods and Generals,6.1,48
55000000,"Action,Thriller,Crime,,,","stewardess,airplane,shootout,air marshal,christmas,turbulence,,,,,,",en,4.700024,"Metro-Goldwyn-Mayer (MGM),Rysher Entertainment,,,,,,,,",1/9/97,11466088,100,Turbulence,5.2,62
55000000,"Comedy,,,,,",",,,,,,,,,,,",en,12.340384,"Paramount Pictures,Di Bonaventura Pictures,Nickelodeon Movies,Goldcrest Pictures,Internationale Filmproduktion Stella-del-Sud Third,,,,,",6/19/09,0,107,Imagine That,5.7,134
50000000,"Comedy,Adventure,Crime,Family,,","musical,the muppets,,,,,,,,,,",en,14.808304,"Buena Vista,Disney,,,,,,,,",3/20/14,80383290,112,Muppets Most Wanted,6.2,316
57000000,"Action,Adventure,Comedy,Family,Fantasy,Science Fiction","secret organization,based on tv series,golden gate bridge,locker,oil rig\u00a0,teenage hero,soaked clothes,thunderbirds,,,,",en,9.27875,"Studio Canal,Working Title Films,Tracy Films,,,,,,,",7/23/04,28283637,95,Thunderbirds,4.2,91
55000000,"Drama,Romance,,,,","musical,los angeles,burlesque,burlesque dancer,,,,,,,,",en,22.863516,"Bedford Falls Productions,,,,,,,,,",11/23/10,89519773,119,Burlesque,6.9,573
